Timestamp,Actor,Role,Action,Object_Instance,Object_Type,Topic,Course_ID
2015-10-13 16:16,195,student,view,6,book,Topic 6,curso2,
2015-10-13 02:59,195,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 17:37,195,student,post,6,forum,Topic 6,curso2,
2015-10-13 23:23,195,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 11:07,195,student,view,6,forum,Topic 6,curso2,
2015-10-13 07:55,195,student,view,6,book,Topic 6,curso2,
2015-10-13 13:45,196,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 21:50,196,student,view,6,forum,Topic 6,curso2,
2015-10-13 09:34,196,student,view,6,book,Topic 6,curso2,
2015-10-13 04:38,196,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 13:25,196,student,view,6,forum,Topic 6,curso2,
2015-10-13 24:49,196,student,view,6,book,Topic 6,curso2,
2015-10-13 05:33,196,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 00:31,196,student,view,6,book,Topic 6,curso2,
2015-10-13 09:30,196,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 21:31,196,student,view,6,book,Topic 6,curso2,
2015-10-13 00:04,196,student,post,6,forum,Topic 6,curso2,
2015-10-13 14:46,196,student,view,6,book,Topic 6,curso2,
2015-10-13 04:57,197,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 11:28,197,student,post,6,forum,Topic 6,curso2,
2015-10-13 05:11,197,student,view,6,book,Topic 6,curso2,
2015-10-13 10:59,197,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 00:11,197,student,view,6,book,Topic 6,curso2,
2015-10-13 17:38,197,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 13:34,197,student,post,6,forum,Topic 6,curso2,
2015-10-13 23:20,197,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 18:14,197,student,view,6,forum,Topic 6,curso2,
2015-10-13 03:06,197,student,view,6,book,Topic 6,curso2,
2015-10-13 05:48,197,student,view,6,forum,Topic 6,curso2,
2015-10-13 05:04,197,student,view,6,book,Topic 6,curso2,
2015-10-13 17:58,197,student,view,6,forum,Topic 6,curso2,
2015-10-13 18:23,197,student,view,6,book,Topic 6,curso2,
2015-10-13 08:31,197,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 13:41,197,student,view,6,forum,Topic 6,curso2,
2015-10-13 01:19,197,student,view,6,book,Topic 6,curso2,
2015-10-13 12:05,197,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 23:15,197,student,post,6,forum,Topic 6,curso2,
2015-10-13 05:37,197,student,view,6,book,Topic 6,curso2,
2015-10-13 23:44,198,student,view,6,forum,Topic 6,curso2,
2015-10-13 17:50,198,student,view,6,book,Topic 6,curso2,
2015-10-13 05:36,198,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 18:36,198,student,view,6,book,Topic 6,curso2,
2015-10-13 10:25,198,student,view,6,forum,Topic 6,curso2,
2015-10-13 23:10,198,student,view,6,book,Topic 6,curso2,
2015-10-13 19:41,198,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 07:52,198,student,view,6,LTI,Topic 6,curso2,
2015-10-13 04:15,198,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 02:33,198,student,view,6,forum,Topic 6,curso2,
2015-10-13 17:25,198,student,view,6,book,Topic 6,curso2,
2015-10-13 10:55,198,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 16:12,198,student,view,6,forum,Topic 6,curso2,
2015-10-13 09:55,198,student,view,6,book,Topic 6,curso2,
2015-10-13 10:53,198,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 10:18,198,student,view,6,forum,Topic 6,curso2,
2015-10-13 03:15,198,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 08:46,198,student,view,6,book,Topic 6,curso2,
2015-10-13 07:04,198,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 17:00,199,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 08:00,199,student,view,6,book,Topic 6,curso2,
2015-10-13 03:08,199,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 16:07,199,student,view,6,forum,Topic 6,curso2,
2015-10-13 15:09,199,student,view,6,book,Topic 6,curso2,
2015-10-13 05:26,199,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 16:58,199,student,view,6,forum,Topic 6,curso2,
2015-10-13 08:17,199,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 14:43,199,student,view,6,forum,Topic 6,curso2,
2015-10-13 02:50,199,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 22:26,199,student,view,6,forum,Topic 6,curso2,
2015-10-13 21:02,199,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 01:09,199,student,view,6,forum,Topic 6,curso2,
2015-10-13 13:05,199,student,view,6,book,Topic 6,curso2,
2015-10-13 10:10,199,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 00:14,199,student,view,6,forum,Topic 6,curso2,
2015-10-13 23:00,199,student,view,6,LTI,Topic 6,curso2,
2015-10-13 01:28,199,student,submit,6,assessment,Topic 6,curso2,
2015-10-13 14:18,199,student,view,6,wiki,Topic 6,curso2,
2015-10-13 20:11,199,student,view,6,book,Topic 6,curso2,
2015-10-20 10:21,100,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 01:23,100,student,view,7,link,Topic 7,curso2,
2015-10-20 16:15,100,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 22:07,100,student,view,7,link,Topic 7,curso2,
2015-10-20 16:22,100,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 24:28,100,student,view,7,link,Topic 7,curso2,
2015-10-20 02:44,100,student,view,7,link,Topic 7,curso2,
2015-10-20 12:60,101,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 23:30,101,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 23:51,101,student,view,7,link,Topic 7,curso2,
2015-10-20 12:06,101,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 09:59,101,student,view,7,link,Topic 7,curso2,
2015-10-20 18:12,101,student,view,7,link,Topic 7,curso2,
2015-10-20 05:48,102,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 16:24,102,student,view,7,link,Topic 7,curso2,
2015-10-20 06:47,102,student,view,7,link,Topic 7,curso2,
2015-10-20 11:31,102,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 14:08,102,student,view,7,link,Topic 7,curso2,
2015-10-20 16:29,102,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 06:04,102,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 12:22,102,student,view,7,link,Topic 7,curso2,
2015-10-20 09:60,102,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 01:16,102,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 20:59,102,student,view,7,link,Topic 7,curso2,
2015-10-20 12:05,102,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 04:41,102,student,view,7,link,Topic 7,curso2,
2015-10-20 18:00,102,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 08:28,102,student,view,7,link,Topic 7,curso2,
2015-10-20 07:50,103,student,view,7,wiki,Topic 7,curso2,
2015-10-20 03:03,103,student,view,7,book,Topic 7,curso2,
2015-10-20 00:49,103,student,view,7,link,Topic 7,curso2,
2015-10-20 10:11,104,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 09:01,104,student,view,7,link,Topic 7,curso2,
2015-10-20 07:30,104,student,view,7,book,Topic 7,curso2,
2015-10-20 22:14,104,student,view,7,link,Topic 7,curso2,
2015-10-20 05:41,104,student,view,7,link,Topic 7,curso2,
2015-10-20 20:24,104,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 19:48,104,student,view,7,link,Topic 7,curso2,
2015-10-20 22:17,104,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 17:52,104,student,view,7,link,Topic 7,curso2,
2015-10-20 20:58,104,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 22:53,104,student,view,7,link,Topic 7,curso2,
2015-10-20 20:23,104,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 04:30,104,student,view,7,link,Topic 7,curso2,
2015-10-20 06:13,104,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 16:05,104,student,view,7,link,Topic 7,curso2,
2015-10-20 11:57,105,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 13:11,105,student,view,7,link,Topic 7,curso2,
2015-10-20 14:11,105,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 23:10,105,student,view,7,link,Topic 7,curso2,
2015-10-20 12:26,105,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 13:47,105,student,view,7,link,Topic 7,curso2,
2015-10-20 00:26,105,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 24:01,105,student,view,7,link,Topic 7,curso2,
2015-10-20 00:55,105,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 00:52,105,student,view,7,link,Topic 7,curso2,
2015-10-20 12:45,105,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 11:04,105,student,view,7,link,Topic 7,curso2,
2015-10-20 06:39,105,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 19:18,105,student,view,7,link,Topic 7,curso2,
2015-10-20 17:26,105,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 21:38,105,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 16:36,105,student,view,7,link,Topic 7,curso2,
2015-10-20 15:05,106,student,view,7,link,Topic 7,curso2,
2015-10-20 19:04,106,student,view,7,link,Topic 7,curso2,
2015-10-20 20:36,106,student,view,7,link,Topic 7,curso2,
2015-10-20 16:57,106,student,view,7,link,Topic 7,curso2,
2015-10-20 01:33,106,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 23:38,106,student,view,7,link,Topic 7,curso2,
2015-10-20 12:45,106,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 05:02,106,student,view,7,link,Topic 7,curso2,
2015-10-20 01:14,107,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 15:39,107,student,view,7,link,Topic 7,curso2,
2015-10-20 12:35,107,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 12:57,107,student,view,7,link,Topic 7,curso2,
2015-10-20 19:45,107,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 09:45,107,student,view,7,link,Topic 7,curso2,
2015-10-20 10:36,107,student,view,7,link,Topic 7,curso2,
2015-10-20 18:06,107,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 03:53,107,student,view,7,link,Topic 7,curso2,
2015-10-20 22:02,107,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 05:04,107,student,view,7,link,Topic 7,curso2,
2015-10-20 24:13,107,student,view,7,link,Topic 7,curso2,
2015-10-20 01:07,107,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 12:53,107,student,view,7,link,Topic 7,curso2,
2015-10-20 20:58,107,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 17:29,107,student,view,7,link,Topic 7,curso2,
2015-10-20 22:14,108,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 00:06,108,student,view,7,link,Topic 7,curso2,
2015-10-20 20:12,109,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 03:18,109,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 00:41,109,student,view,7,link,Topic 7,curso2,
2015-10-20 03:10,109,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 03:07,109,student,view,7,link,Topic 7,curso2,
2015-10-20 16:23,109,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 16:58,109,student,view,7,link,Topic 7,curso2,
2015-10-20 04:35,110,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 22:01,110,student,view,7,link,Topic 7,curso2,
2015-10-20 11:47,110,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 05:57,110,student,view,7,link,Topic 7,curso2,
2015-10-20 09:24,110,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 02:19,110,student,view,7,link,Topic 7,curso2,
2015-10-20 10:55,110,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 20:55,110,student,view,7,link,Topic 7,curso2,
2015-10-20 20:01,110,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 09:22,110,student,view,7,link,Topic 7,curso2,
2015-10-20 22:43,110,student,view,7,link,Topic 7,curso2,
2015-10-20 02:12,110,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 10:25,110,student,view,7,link,Topic 7,curso2,
2015-10-20 22:50,110,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 24:35,111,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 22:55,111,student,view,7,link,Topic 7,curso2,
2015-10-20 23:02,111,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 10:14,111,student,view,7,link,Topic 7,curso2,
2015-10-20 18:54,111,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 07:47,111,student,view,7,link,Topic 7,curso2,
2015-10-20 21:13,111,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 09:29,111,student,view,7,link,Topic 7,curso2,
2015-10-20 18:20,111,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 16:20,111,student,view,7,link,Topic 7,curso2,
2015-10-20 24:30,112,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 00:39,112,student,view,7,link,Topic 7,curso2,
2015-10-20 02:30,112,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 15:44,112,student,view,7,link,Topic 7,curso2,
2015-10-20 02:34,112,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 03:32,112,student,view,7,link,Topic 7,curso2,
2015-10-20 24:07,113,student,view,7,link,Topic 7,curso2,
2015-10-20 00:55,113,student,view,7,link,Topic 7,curso2,
2015-10-20 10:07,113,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 18:26,113,student,view,7,link,Topic 7,curso2,
2015-10-20 02:40,113,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 05:38,113,student,view,7,link,Topic 7,curso2,
2015-10-20 05:17,113,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 22:11,113,student,view,7,link,Topic 7,curso2,
2015-10-20 22:36,113,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 23:35,113,student,view,7,link,Topic 7,curso2,
2015-10-20 09:03,113,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 20:56,113,student,view,7,link,Topic 7,curso2,
2015-10-20 17:07,113,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 14:20,113,student,view,7,link,Topic 7,curso2,
2015-10-20 20:52,114,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 04:06,114,student,view,7,link,Topic 7,curso2,
2015-10-20 08:14,114,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 09:43,114,student,view,7,link,Topic 7,curso2,
2015-10-20 15:39,114,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 05:16,114,student,view,7,link,Topic 7,curso2,
2015-10-20 13:59,114,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 08:17,114,student,view,7,link,Topic 7,curso2,
2015-10-20 06:12,114,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 00:15,114,student,view,7,link,Topic 7,curso2,
2015-10-20 19:03,114,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 12:00,114,student,view,7,quiz,Topic 7,curso2,
2015-10-20 24:45,114,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 10:47,114,student,view,7,link,Topic 7,curso2,
2015-10-20 19:25,114,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 24:19,114,student,view,7,link,Topic 7,curso2,
2015-10-20 19:58,115,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 19:05,115,student,view,7,link,Topic 7,curso2,
2015-10-20 17:25,115,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 04:58,115,student,view,7,link,Topic 7,curso2,
2015-10-20 17:14,115,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 20:40,115,student,view,7,link,Topic 7,curso2,
2015-10-20 11:35,116,student,view,7,link,Topic 7,curso2,
2015-10-20 16:35,116,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 23:20,116,student,view,7,link,Topic 7,curso2,
2015-10-20 03:41,116,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 09:08,117,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 04:41,117,student,view,7,link,Topic 7,curso2,
2015-10-20 10:10,118,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 23:39,118,student,view,7,link,Topic 7,curso2,
2015-10-20 07:10,118,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 20:29,118,student,view,7,link,Topic 7,curso2,
2015-10-20 24:15,118,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 11:60,118,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 22:38,118,student,view,7,link,Topic 7,curso2,
2015-10-20 15:20,118,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 20:31,118,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 12:14,118,student,view,7,link,Topic 7,curso2,
2015-10-20 03:05,118,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 19:21,118,student,view,7,link,Topic 7,curso2,
2015-10-20 01:52,119,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 07:12,119,student,view,7,link,Topic 7,curso2,
2015-10-20 05:42,119,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 00:09,120,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 21:60,120,student,view,7,link,Topic 7,curso2,
2015-10-20 15:34,120,student,view,7,link,Topic 7,curso2,
2015-10-20 09:26,120,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 07:40,120,student,view,7,link,Topic 7,curso2,
2015-10-20 19:58,121,student,view,7,link,Topic 7,curso2,
2015-10-20 01:31,121,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 23:46,121,student,view,7,link,Topic 7,curso2,
2015-10-20 01:41,121,student,view,7,link,Topic 7,curso2,
2015-10-20 02:46,121,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 21:20,121,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 23:40,121,student,view,7,link,Topic 7,curso2,
2015-10-20 10:56,121,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 03:18,121,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 22:34,121,student,view,7,link,Topic 7,curso2,
2015-10-20 21:14,121,student,view,7,link,Topic 7,curso2,
2015-10-20 16:41,121,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 16:09,121,student,view,7,link,Topic 7,curso2,
2015-10-20 24:09,121,student,view,7,link,Topic 7,curso2,
2015-10-20 16:18,122,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 21:50,122,student,view,7,link,Topic 7,curso2,
2015-10-20 06:21,122,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 18:06,122,student,view,7,link,Topic 7,curso2,
2015-10-20 14:18,122,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 12:02,122,student,view,7,link,Topic 7,curso2,
2015-10-20 24:36,122,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 09:36,122,student,view,7,link,Topic 7,curso2,
2015-10-20 17:03,122,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 10:00,122,student,view,7,link,Topic 7,curso2,
2015-10-20 12:37,122,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 01:44,122,student,view,7,link,Topic 7,curso2,
2015-10-20 07:10,122,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 00:37,122,student,view,7,link,Topic 7,curso2,
2015-10-20 14:28,122,student,view,7,wiki,Topic 7,curso2,
2015-10-20 03:53,122,student,view,7,link,Topic 7,curso2,
2015-10-20 07:28,123,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 07:58,123,student,view,7,link,Topic 7,curso2,
2015-10-20 01:07,123,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 03:36,123,student,view,7,link,Topic 7,curso2,
2015-10-20 09:42,123,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 16:40,123,student,view,7,link,Topic 7,curso2,
2015-10-20 22:57,123,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 10:36,123,student,view,7,link,Topic 7,curso2,
2015-10-20 23:60,123,student,view,7,link,Topic 7,curso2,
2015-10-20 10:37,123,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 01:44,123,student,view,7,link,Topic 7,curso2,
2015-10-20 16:15,123,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 22:06,123,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 14:19,123,student,view,7,link,Topic 7,curso2,
2015-10-20 01:15,124,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 23:35,124,student,view,7,link,Topic 7,curso2,
2015-10-20 11:13,124,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 15:22,124,student,view,7,link,Topic 7,curso2,
2015-10-20 04:08,124,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 02:51,124,student,view,7,link,Topic 7,curso2,
2015-10-20 04:21,124,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 10:45,124,student,view,7,link,Topic 7,curso2,
2015-10-20 09:17,124,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 16:10,124,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 08:17,124,student,view,7,link,Topic 7,curso2,
2015-10-20 09:56,125,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 13:49,125,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 24:20,125,student,view,7,link,Topic 7,curso2,
2015-10-20 15:25,126,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 13:25,126,student,view,7,link,Topic 7,curso2,
2015-10-20 23:42,126,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 05:60,126,student,submit,7,assessment,Topic 7,curso2,
2015-10-20 00:13,126,student,view,7,link,Topic 7,curso2,
2015-10-20 10:36,126,student,submit,7,assessment,Topic 7,curso2,
